name,score,description
"A mixture of: N-[3-hydroxy-2-(2-methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and 
N-[2,3-bis-(2-methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and 
methacrylamide and 
2-methyl-N-(2-methylacryloylaminomethoxymethyl)-acrylamide and
N-(2,3-dihydroxypropoxymethyl)-2-methylacrylamide",-10,Substanta INTERZISA in UE (Anexa II)
"1,3,5-tris-[(2S and 2R)-2,3-Epoxypropyl]-1,3,5-triazine-2,4,6-(1H,3H,5H)-trione",-10,Substanta INTERZISA in UE (Anexa II)
Erionite,-10,Substanta INTERZISA in UE (Anexa II)
Crocidolite,-10,Substanta INTERZISA in UE (Anexa II)
Petroleum,-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), heavy hydrocracked, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined heavy paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined light paraffinic, if they contain > 3% w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), solvent deasphalted, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined heavy naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined light naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), solvent-refined, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), clay-treated heavy paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), clay-treated light paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), clay-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), clay-treated heavy naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), clay-treated light naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrotreated heavy naphthenic, if they contain > 3% w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrotreated light naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrotreated heavy paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrotreated light paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-dewaxed light paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), solvent-dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-dewaxed heavy naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-dewaxed light naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-dewaxed heavy paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Foots oil (petroleum), if it contains > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Naphthenic oils (petroleum), catalytic dewaxed heavy, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Naphthenic oils (petroleum), catalytic dewaxed light, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin oils (petroleum), catalytic dewaxed heavy, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin oils (petroleum), catalytic dewaxed light, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Naphthenic oils (petroleum), complex dewaxed heavy, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Naphthenic oils (petroleum), complex dewaxed light, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy naphthenic distillate solvent, arom. conc., if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), solvent-refined heavy paraffinic distillate solvent, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy paraffinic distillates, solvent-deasphalted, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based, high-viscosity, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), complex dewaxed heavy paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), complex dewaxed light paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent dewaxed heavy paraffinic, clay-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C20-50, solvent dewaxed heavy paraffinic, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent dewaxed light paraffinic, clay-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent dewaxed light paraffinic, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy naphthenic distillate solvent, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy paraffinic distillate solvent, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light paraffinic distillate solvent, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), hydrotreated solvent dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), catalytic dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), dewaxed heavy paraffinic, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), dewaxed light paraffinic, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrocracked solvent-refined, dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined light naphthenic, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), hydrotreated light paraffinic distillate solvent, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light naphthenic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light paraffinic distillate solvent, acid-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light paraffinic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light vacuum gas oil solvent, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Foots oil (petroleum), hydrotreated, if it contains > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C17-35, solvent-extd., dewaxed, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), hydrocracked nonarom solvent-deparaffined, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), hydrocracked acid-treated solvent-dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Paraffin oils (petroleum), solvent-refined dewaxed heavy, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy paraffinic distillate solvent, clay-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), base oils, paraffinic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), heavy naphthenic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), solvent-dewaxed heavy paraffinic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, hydrocracked paraffinic distn. residues, solvent-dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Foots oil (petroleum), acid-treated, if it contains > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Foots oil (petroleum), clay-treated, if it contains > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C20-50, residual oil hydrogenation vacuum distillate, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined hydrotreated heavy, hydrogenated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined hydrocracked light, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C18-40, solvent-dewaxed hydrocracked distillate-based, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C18-40, solvent-dewaxed hydrogenated raffinate-based, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C13-30, arom.-rich, solvent-extd. naphthenic distillate, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C16-32, arom. rich, solvent-extd. naphthenic distillate, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C37-68, dewaxed deasphalted hydrotreated vacuum distn. Residues, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C37-65, hydrotreated deasphalted vacuum distn. Residues, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrocracked solvent-refined light, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined hydrogenated heavy, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C18-27, hydrocracked solvent-dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C17-30, hydrotreated solvent-deasphalted atm. distn. residue, distn. lights, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C17-40, hydrotreated solvent-deasphalted distn. residue, vacuum distn. lights, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C13-27, solvent-extd. light naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C14-29, solvent-extd. light naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Foots oil (petroleum), carbon-treated, if it contains > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Foots oil (petroleum), silicic acid-treated, if it contains > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C27-42, dearomatized, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C17-30, hydrotreated distillates, distn. Lights, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C27-45, naphthenic vacuum distn,. if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C27-45, dearomatised, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C20-58, hydrotreated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C27-42, naphthenic, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light paraffinic distillate solvent, carbon-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light paraffinic distillate solvent, clay-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light vacuum, gas oil solvent, carbon-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Extracts (petroleum), light vacuum gas oil solvent, clay-treated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), carbon-treated solvent-dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Residual oils (petroleum), clay-treated solvent-dewaxed, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C>25, solvent-extd., deasphalted, dewaxed, hydrogenated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C17-32, solvent-extd., dewaxed, hydrogenated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C20-35, solvent-extd., dewaxed, hydrogenated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Lubricating oils (petroleum), C24-50, solvent-extd., dewaxed, hydrogenated, if they contain > 3 % w/w DMSO extract",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), sweetened middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Gas oils (petroleum), solvent-refined, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), solvent-refined middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Gas oils (petroleum), acid-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), acid-treated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), acid-treated light, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Gas oils (petroleum), chemically neutralized, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), chemically neutralised middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), clay-treated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Gas oils (petroleum), hydrodesulfurized, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), hydrodesulfurised middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), catalytic reformer fractionator residue, high-boiling, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), catalytic reformer fractionator residue, intermediate-boiling, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), catalytic reformer fractionator residue, low-boiling, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Alkanes, C12-26-branched and linear, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), highly refined middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), catalytic reformer, heavy arom. conc., except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Gas oils, paraffinic, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
"Naphtha (petroleum), solvent-refined hydrodesulfurised heavy, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",-10,Substanta INTERZISA in UE (Anexa II)
